"","label","student_first","student_last","address_1","address_2","city","state","zip","student_id","home_lang"
"1286","Parent/Guardian of Joseph Kang","Joseph","Kang","7405 33rd Ave South","","Minneapolis","MN","55406",26591,"English"
"1287","Zachary Gutierrez","Branden","Gutierrez","814 Bloomington Ave","","Minneapolis","MN","55407",26608,"English"
"1288","Katherine & Jeriah-Travis Balde","Dominique","Balde","3717 Nicollet Ave","309","Minneapolis","MN","55403",26638,"English"
"1289","Jamie Smith","Qashr","Smith","4609 20th Ave","1","Minneapolis","MN","55418",26659,"English"
"1290","Elliott Hoover","Keishawn","Hoover","7449 Lyndale Ave N","3","Minneapolis","MN","55411",26673,"English"
"1291","Iaasic & Georgia Hart","Katelyn","Hart","7447 Cole Ave Se","","Minneapolis","MN","55414",26702,"English"
"1292","Parent/Guardian of David Moon","David","Moon","5915 50th St E","","Minneapolis","MN","55417",26707,"English"
"1293","Morgan & Alyssa Damle","Patrick","Damle","400 Humboldt Ave North","","Minneapolis","MN","55411",26717,"English"
"1294","Zachary Clark","Aidan","Clark","1151 4th Ave S","","Minneapolis","MN","55408",26732,"English"
"1295","Parent/Guardian of Lakshmi Priya Le","Lakshmi Priya","Le","4274 Newton Ave N","","Minneapolis","MN","55411",26756,"English"
"1296","Parent/Guardian of Skylar Rogers","Skylar","Rogers","7869 Elliot Ave","","Minneapolis","MN","55417",26763,"English"
"1297","Tracy Hernandez","Cristian","Hernandez","1445 1737","","Saint Paul","MN","55117",26766,"English"
"1298","Mishael & Emma Allen","Naemone","Allen","6127 3rd St S","","Minneapolis","MN","55415",26781,"Spanish"
"1299","Parent/Guardian of Auzjarae Gordon","Auzjarae","Gordon","2541 Girard Ave N","","Minneapolis","MN","55412",26801,"English"
"1300","Caitlyn Carrizales","Jaxon","Carrizales","1218 33rd St E","","Minneapolis","MN","55406",26802,"English"
"1301","Kurt Manore","Sheila","Manore","7546 Spring St Ne","408","Minneapolis","MN","55413",26815,"English"
"1302","Parent/Guardian of Madeline Nielsen","Madeline","Nielsen","1014 Snelling Ave S","225","Minneapolis","MN","55406",26847,"English"
"1303","Parent/Guardian of Devon Hansen","Devon","Hansen","8366 Emerson Ave N","201","Minneapolis","MN","55411",26849,"English"
"1304","Parent/Guardian of Monique Mekonnen","Monique","Mekonnen","6277 Knox Ave South","","Minneapolis","MN","55419",26852,"English"
"1305","Pauline Ta","Scott","Ta","4480 10th Ave S","","Minneapolis","MN","55417",26854,"Spanish"
"1306","Tyree Lucernoni","Bryan","Lucernoni","2005 25th St E","","Minneapolis","MN","55404",26857,"English"
"1307","Parent/Guardian of Michio Xiong","Michio","Xiong","2380 Snelling Ave","","Minneapolis","MN","55406",26862,"English"
"1308","Parent/Guardian of Aleah Taylor","Aleah","Taylor","6085 Blaisdell Ave","104","Minneapolis","MN","55408",26898,"Spanish"
"1309","Mitchell & Erin Song","Collins","Song","5802 Penn Ave N","","Minneapolis","MN","55405",26920,"English"
"1310","Kha Shriver-Karlson","Torianna","Shriver-Karlson","910 14th Ave South","","Minneapolis","MN","55417",26923,"Spanish"
"1311","Parent/Guardian of Shaquaya Simpson","Shaquaya","Simpson","7563 Irving Ave N","","Minneapolis","MN","55411",26933,"English"
"1312","Jeffrey Garcia","Jennifer","Garcia","6938 Emerson Ave N","","Minneapolis","MN","55412",26936,"Spanish"
"1313","Parent/Guardian of Leslie Petersen","Leslie","Petersen","9507 Russell Ave N","","Minneapolis","MN","55430",26946,"English"
"1314","Victoria Martinez","Demetrius","Martinez","3699 Plymouth Ave North","","Minneapolis","MN","55411",26959,"English"
"1315","Brandon & Amy Valdez","Maria","Valdez","5706 Vincent Ave N","","Minneapolis","MN","55411",26961,"Spanish"
"1316","Jay Barrett","Kyle","Barrett","3545 4th St S","M1503","Minneapolis","MN","55454",27013,"English"
"1317","Jennifer Sayer","Kedrick","Sayer","9782 15th Ave S","","Minneapolis","MN","55407",27023,"English"
"1318","Aleka Ziegler","Skylynne","Ziegler","651 Oliver Ave N","","Minneapolis","MN","55411",27033,"Hmong"
"1319","Parent/Guardian of Nathanel Hughes","Nathanel","Hughes","3466 35th St E","","Minneapolis","MN","55407",27058,"English"
"1320","Reginald Duran","Alejandra","Duran","5023 6th St N","1","Minneapolis","MN","55411",27086,"English"
"1321","Parent/Guardian of Lionel Lacosse","Lionel","Lacosse","3140 York Ave S","","Minneapolis","MN","55410",27115,"English"
"1322","Brandon Sanchez","Miguel","Sanchez","5988 Logan Ave N","","Minneapolis","MN","55412",27139,"English"
"1323","Savannah Abayou","Matthew","Abayou","4590 27th Ave S","8","Minneapolis","MN","55454",27162,"English"
"1324","Parent/Guardian of Brandon Davis","Brandon","Davis","5267 Cedar Ave","","Minneapolis","MN","55407",27225,"English"
"1325","Parent/Guardian of Adam Jenkins","Adam","Jenkins","9393 Vincent Ave S","","Minneapolis","MN","55410",27236,"English"
"1326","Destiney Ward","Sharamae","Ward","3446 Valley St Ne","","Minneapolis","MN","55418",27241,"English"
"1327","Parent/Guardian of Deonte Washington","Deonte","Washington","737 Nicollet Ave","412","Minneapolis","MN","55403",27249,"English"
"1328","Parent/Guardian of Kamee Sweetwater","Kamee","Sweetwater","6404 17th Ave S","","Minneapolis","MN","55407",27279,"English"
"1329","Parent/Guardian of Trent Vanhoutan","Trent","Vanhoutan","7835 Queen Ave N","1","Minneapolis","MN","55411",27281,"English"
"1330","Aaqil & Patrick Broker","Phomy","Broker","1595 54th St West","","Minneapolis","MN","55410",27294,"Somali"
"1331","Evan Powers","Stephanie","Powers","1915 Penn Ave N","","Minneapolis","MN","55430",27303,"English"
"1332","Taku & Tyler Johnson","Braxston","Johnson","3011 Xerxes Ave South","","Minneapolis","MN","55410",27325,"English"
"1333","Derek Tran","Eli","Tran","1238 Oakland Ave S","2","Minneapolis","MN","55407",27365,"English"
"1334","Parent/Guardian of Katelyn Davis","Katelyn","Davis","3598 7th St N","D303","Minneapolis","MN","55411",27400,"English"
"1335","Navya Mai","Kianna","Mai","2743 11th Ave S","2","Minneapolis","MN","55407",27401,"English"
"1336","Michael & Zacharis Le","Samantha","Le","8796 Lyndale Ave S","","Minneapolis","MN","55419",27409,"English"
"1337","Carly Hopkins","Diana","Hopkins","6325 4th St","208",NA,"",NA,27419,"Spanish"
"1338","Brianna Hasan","Taj","Hasan","1688 Lowry Ave Ne","","Minneapolis","MN","55412",27429,"Somali"
"1339","Karen & Corrina Sprague","Barrett","Sprague","8876 Grand Ave S","","Minneapolis","MN","55409",27438,"English"
"1340","Parent/Guardian of Brendan Meckler","Brendan","Meckler","1581 Chicago Ave","","Minneapolis","MN","55407",27441,"English"
"1341","Jerdan McCulley","Blake","McCulley","9932 Nicollet Ave","","Minneapolis","MN","55419",27446,"English"
"1342","Parent/Guardian of Desia Jackson","Desia","Jackson","7678 Stevens Ave","20","Minneapolis","MN","55403",27455,"English"
"1343","Marissa Vass","Kyleigh","Vass","4098 Elliot Ave","1","Minneapolis","MN","55404",27460,"English"
"1344","Tenai McKnight","Jasmine","McKnight","5140 17th Ave S","2","Minneapolis","MN","55404",27468,"English"
"1345","Parent/Guardian of Nathan Katsenelson","Nathan","Katsenelson","5523 44th Ave S","","Minneapolis","MN","55417",27477,"Spanish"
"1346","Parent/Guardian of Scarlett Castaneda","Scarlett","Castaneda","6903 10th Ave S","","Minneapolis","MN","55407",27480,"English"
"1347","Parent/Guardian of John Marsolek","John","Marsolek","8445 3rd St S","415","Minneapolis","MN","55415",27488,"Somali"
"1348","Jakoby Ware","Jerome","Ware","1810 Garfield Ave","","Minneapolis","MN","55419",27503,"Spanish"
"1349","Briana & Celso Williams","Amanda","Williams","6179 2nd Ave S","","Minneapolis","MN","55419",27538,"Spanish"
"1350","Parent/Guardian of Victoria Krasikov","Victoria","Krasikov","7255 30th Ave S","","Minneapolis","MN","55406",27570,"English"
"1351","Karen Lafont","Thomas","Lafont","7881 Columbus Ave","","Minneapolis","MN","55407",27572,"English"
"1352","Morgan Oquist","Shaya","Oquist","8659 Knox Ave S","","Minneapolis","MN","55419",27599,"English"
"1353","Maithao Cox","Treandre","Cox","3230 10th Ave S","","Minneapolis","MN","55417",27606,"English"
"1354","Dailon & Ryan Acuna Jr","Gesman","Acuna Jr","6594 Van White Mem Blvd","","Minneapolis","MN","55411",27631,"English"
"1355","Anthony Grogan","Sarah","Grogan","2585 29th S Ave","","Minneapolis","MN","55406",27642,"Spanish"
"1356","Parent/Guardian of Jafari Brown","Jafari","Brown","7948 Xerxes Avenue S","","Minneapolis","MN","55410",27645,"Spanish"
"1357","Parent/Guardian of Michael Knuckles","Michael","Knuckles","1096 Abbott Ave S","","Minneapolis","MN","55410",27675,"English"
"1358","Ciara Nguyen","John","Nguyen","495 Harriet Ave S","","Minneapolis","MN","55405",27679,"English"
"1359","Brianna & Denny Martinez","Lucero","Martinez","3716 Pillsbury Ave","","Minneapolis","MN","55409",27683,"English"
"1360","Lakyn Kesson","Savannah","Kesson","6341 4th Ave S","2","Minneapolis","MN","55408",27686,"English"
"1361","Parent/Guardian of Manuel Ma","Manuel","Ma","5982 45th Ave S","","Minneapolis","MN","55406",27719,"English"
"1362","Parent/Guardian of Jacob Do","Jacob","Do","3673 36th Ave N","","Minneapolis","MN","55412",27727,"English"
"1363","Mitchell Venzor-Ortiz","Angel","Venzor-Ortiz","9856 45th St E","","Minneapolis","MN","55406",27730,"English"
"1364","Parent/Guardian of Danielle Sherry","Danielle","Sherry","6669 27th Ave S","","Minneapolis","MN","55406",27741,"English"
"1365","Parent/Guardian of Richard Neb","Richard","Neb","9750 28th St W","","Minneapolis","MN","55408",27744,"English"
"1366","Savannah Khvay","Kaela","Khvay","4737 Fillmore St Ne","","Minneapolis","MN","55418",27757,"Spanish"
"1367","Parent/Guardian of Zachary Meisner","Zachary","Meisner","3170 Fremont Ave N","","Minneapolis","MN","55430",27833,"English"
"1368","Parent/Guardian of Isaac Hertz","Isaac","Hertz","3768 Girard Ave S","","Minneapolis","MN","55419",27866,"English"
"1369","Parent/Guardian of Bertie Palmer","Bertie","Palmer","2138 14th Ave S","2","Minneapolis","MN","55407",27871,"Hmong"
"1370","Christian Stevison","Sesugh","Stevison","7119 15th Ave S","","Minneapolis","MN","55407",27876,"English"
"1371","Cameron & Lyra Leck","Taylor","Leck","8091 Washburn Ave North","","Minneapolis","MN","55430",27882,"English"
"1372","Saeed Farrington","Malique","Farrington","8603 Garfield Ave S","","Minneapolis","MN","55419",27903,"Spanish"
"1373","Parent/Guardian of Quintin Kuhlman","Quintin","Kuhlman","9882 Sheridan Ave North","","Minneapolis","MN","55411",27945,"English"
"1374","Myanne Knight","Tajeante","Knight","5867 Washburn Ave N","","Minneapolis","MN","55412",27956,"English"
"1375","Parent/Guardian of Corazon Medina","Corazon","Medina","8412 4th St S","M2604","Minneapolis","MN","55454",27962,"English"
"1376","Andrea & Lavall Chakravarty","Jesse","Chakravarty","1573 Benjamin St Ne","","Minneapolis","MN","55418",27974,"Hmong"
"1377","Parent/Guardian of Ashley Bingham","Ashley","Bingham","9899 Yale Place","130","Minneapolis","MN","55403",27990,"English"
"1378","Parent/Guardian of Tyler Dreiling","Tyler","Dreiling","4301 Vincent Ave North","","Minneapolis","MN","55411",28003,"Spanish"
"1379","Parent/Guardian of Kyle Taei","Kyle","Taei","6262 Upton Ave S","","Minneapolis","MN","55410",28007,"Spanish"
"1380","Jessica & Charles Ji","Leandra","Ji","1716 Newton Ave N","","Minneapolis","MN","55412",28008,"English"
"1381","Parent/Guardian of Michael Grossetete","Michael","Grossetete","5553 Oliver Ave N","","Minneapolis","MN","55411",28013,"English"
"1382","Troy Pruitt","Jaiel","Pruitt","4347 Hampshire Dr","","Minneapolis","MN","55419",28035,"English"
"1383","Tre Von Zimmerman","Sarah","Zimmerman","3779 Weenonah Pl","","Minneapolis","MN","55417",28094,"Somali"
"1384","Parent/Guardian of Jonathon Whitfield","Jonathon","Whitfield","516 Drew Ave S","","Minneapolis","MN","55410",28132,"English"
"1385","Parent/Guardian of Lucrezia Banuelos","Lucrezia","Banuelos","4204 7th St N","337","Minneapolis","MN","55405",28133,"Spanish"
"1386","Iesha Downey","Sirena","Downey","7192 University Ave Ne","206","Minneapolis","MN","55418",28149,"English"
"1387","Deneshia Romero","Emma","Romero","3946 James Ave N","","Minneapolis","MN","55411",28155,"English"
"1388","Parent/Guardian of Amanda Browning","Amanda","Browning","3800 14th Ave S","","Minneapolis","MN","55417",28156,"English"
"1389","Isaiah Fabela Tafoya","Nicole","Fabela Tafoya","693 26th Ave S","","Minneapolis","MN","55454",28230,"Spanish"
"1390","Ian & Kaleb Reyes","Ivette","Reyes","2343 Pleasant Ave","1","Minneapolis","MN","55408",28232,"English"
"1391","Parent/Guardian of Ana Ceja-Grimaldo","Ana","Ceja-Grimaldo","9399 Sunrise Dr","","Minneapolis","MN","55419",28237,"English"
"1392","Emily & Crystal Hayes","George","Hayes","6252 Clinton Ave","","Minneapolis","MN","55404",28245,"Spanish"
"1393","Parent/Guardian of Branden Hase","Branden","Hase","8678 Sheridan Ave N","","Minneapolis","MN","55411",28254,"English"
"1394","Leanna Hampton","Charrdonnay","Hampton","6645 23rd Ave Ne","","Minneapolis","MN","55418",28292,"English"
"1395","Parent/Guardian of Tiara Johnson","Tiara","Johnson","7417 Elmwood Pl E","","Minneapolis","MN","55419",28295,"English"
"1396","Parent/Guardian of Sky Scherner III","Sky","Scherner III","4393 6th St Ne","","Minneapolis","MN","55413",28302,"English"
"1397","Jamiah Mangin","Janette","Mangin","4960 28th Ave South","","Minneapolis","MN","55406",28331,"Spanish"
"1398","Parent/Guardian of Abigail Hudson","Abigail","Hudson","8121 Brook Ave Se","62","Minneapolis","MN","55414",28335,"English"
"1399","Elsa McNeal","Desiree","McNeal","3700 Queen Ave N","","Minneapolis","MN","55430",28342,"Spanish"
"1400","Penelope & Talia Colon","Diana","Colon","2022 Oliver Ave N","","Minneapolis","MN","55411",28374,"English"
"1401","Parent/Guardian of Destinee Robinson","Destinee","Robinson","8394 30th Ave South","","Minneapolis","MN","55406",28381,"English"
"1402","Parent/Guardian of Tavay Williams","Tavay","Williams","5663 Logan Ave N","","Minneapolis","MN","55430",28384,"English"
"1403","Parent/Guardian of Samuel Bolte","Samuel","Bolte","8159 15th Ave S","440","Minneapolis","MN","55454",28408,"English"
"1404","Parent/Guardian of Sydney Behrman","Sydney","Behrman","8185 Avenue D","","Austin","TX","78751",28441,"English"
"1405","Caleb Mberwa","Shaunice","Mberwa","9637 3rd Ave S","","Minneapolis","MN","55408",28475,"English"
"1406","Brandon & Julia Lopez","Asia","Lopez","1427 5th Ave S","3","Minneapolis","MN","55409",28528,"English"
"1407","Parent/Guardian of Steven Hanson","Steven","Hanson","3239 46th Ave S","","Minneapolis","MN","55417",28533,"English"
"1408","Ashley Richardson","Tammassha","Richardson","2859 18th Ave S","","Minneapolis","MN","55407",28537,"Spanish"
"1409","Parent/Guardian of Cierra Boisselle","Cierra","Boisselle","671 Sheridan Ave N","","Minneapolis","MN","55411",28548,"Spanish"
"1410","Parent/Guardian of Lorena Lozano","Lorena","Lozano","3549 Oakland Ave S","","Minneapolis","MN","55407",28562,"English"
"1411","Parent/Guardian of Eduardo Espinosa","Eduardo","Espinosa","7539 Cleveland St Ne","","Minneapolis","MN","55418",28568,"Spanish"
"1412","Anna Herrera Qualls","Jalen","Herrera Qualls","4888 28th Ave S","","Minneapolis","MN","55406",28572,"English"
"1413","Kayla Ponce","Kownoon","Ponce","8690 Clinton Ave","","Minneapolis","MN","55419",28576,"Spanish"
"1414","Haile Miller","Lakota","Miller","908 Stevens Ave","","Minneapolis","MN","55408",28590,"English"
"1415","Parent/Guardian of Christopher Ermer","Christopher","Ermer","990 Talmage Ave Se","","Minneapolis","MN","55414",28613,"English"
"1416","Parent/Guardian of Makenna McMullen","Makenna","McMullen","7337 5th Ave South","","Minneapolis","MN","55404",28621,"English"
"1417","Samuel Barry","Dailyn","Barry","8251 36th Ave South","","Minneapolis","MN","55406",28624,"English"
"1418","Parent/Guardian of Damien Morris","Damien","Morris","9050 33rd Ave S","","Minneapolis","MN","55406",28637,"English"
"1419","Parent/Guardian of Dmitri Stevens","Dmitri","Stevens","8605 Aldrich Ave North","","Minneapolis","MN","55412",28681,"English"
"1420","Parent/Guardian of Ambria Mason","Ambria","Mason","6828 Burton Ln","","Minneapolis","MN","55406",28705,"English"
"1421","Kelsey Miera","Heather","Miera","6306 Clinton Ave","105","Minneapolis","MN","55404",28728,"Spanish"
"1422","Alexi Thorne","Dominic","Thorne","4321 Adams St Ne","1","Minneapolis","MN","55413",28731,"Spanish"
"1423","Mallory Gozeh","Joseph","Gozeh","9052 Bryant Ave S","","Minneapolis","MN","55419",28734,"Somali"
"1424","Hallie Cabral-Chavez","Melissa","Cabral-Chavez","1431 E Mately St","","Minneapolis","MN","55404",28738,"English"
"1425","Parent/Guardian of Asianna Ha","Asianna","Ha","4757 39th Ave S","","Minneapolis","MN","55417",28754,"English"
"1426","Parent/Guardian of Malik Galindo Ortiz","Malik","Galindo Ortiz","9865 Ewing Ave S","","Minneapolis","MN","55410",28756,"English"
"1427","Rylee Johnson","Adam","Johnson","2605 Portland Ave","","Minneapolis","MN","55407",28771,"Somali"
"1428","Martin Young","Chante","Young","9091 37th Ave S","","Minneapolis","MN","55406",28784,"Hmong"
"1429","Parent/Guardian of Richard Phan","Richard","Phan","2368 Pleasant Ave","","Minneapolis","MN","55408",28813,"English"
"1430","Sara & Matthew Reese","Devinn","Reese","2054 15th Ave S","","Minneapolis","MN","55417",28858,"Hmong"
"1431","Michelle & Brandon Shipley","Sania","Shipley","7675 Harriet Ave S","2","Minneapolis","MN","55405",28866,"English"
"1432","Parent/Guardian of Casandra Meza Esparza","Casandra","Meza Esparza","8080 Grand Ave","","Minneapolis","MN","55408",28869,"English"
"1433","Parent/Guardian of Claudine Grant","Claudine","Grant","2644 Freemont Ave South","5","Minneapolis","MN","55408",28871,"English"
"1434","Parent/Guardian of Kevin West","Kevin","West","8342 31st Ave Ne","","Saint Anthony","MN","55418",28878,"English"
"1435","Parent/Guardian of Jasmine Huhman","Jasmine","Huhman","6797 Benjamin St Ne","","Minneapolis","MN","55418",28894,"English"
"1436","Andrew Hughes","Ian","Hughes","5765 Bloomington Ave","","Minneapolis","MN","55417",28897,"English"
"1437","Koafeng Thompson","Kassandra","Thompson","7009 5th Street Ne","","Minneapolis","MN","55418",28908,"English"
"1438","Hanna Willardsen","Robert","Willardsen","8889 14th Ave S","","Minneapolis","MN","55407",28962,"English"
"1439","Parent/Guardian of Michael Connor","Michael","Connor","8075 Lyndale Ave N","104","Minneapolis","MN","55412",28992,"Spanish"
"1440","Reanne Starr","Adina","Starr","9432 Main St Ne","","Minneapolis","MN","55418",29002,"Spanish"
"1441","Anthony Cowan","Kaitlin","Cowan","5481 18th Ave S","","Minneapolis","MN","55407",29013,"English"
"1442","Parent/Guardian of Ryan George","Ryan","George","4431 Lowry Ave Ne","2","Minneapolis","MN","55418",29017,"English"
"1443","Taylar & Christina Washington","Thadeaus","Washington","5248 Vincent Ave South","","Minneapolis","MN","55410",29021,"English"
"1444","Jordan & Trey Wilson","Elizabeth","Wilson","806 Morgan Ave N","2","Minneapolis","MN","55412",29036,"English"
"1445","Jessica & Mariah Burton","Ethan","Burton","1055 5th St Ne","","Minneapolis","MN","55413",29043,"English"
"1446","Dustin Mullen","Shea","Mullen","1460 Penn Ave S","","Minneapolis","MN","55419",29068,"English"
"1447","Hunter & Brianna Williams Jr","Sierra","Williams Jr","8021 4th St S","M803","Minneapolis","MN","55454",29129,"English"
"1448","Jacob Wolde","Paris","Wolde","1428 Morgan Ave N","","Minneapolis","MN","55411",29135,"English"
"1449","Parent/Guardian of Tashena Matlock","Tashena","Matlock","7183 6th St N","","Minneapolis","MN","55430",29143,"English"
"1450","Ryan & Dallas Hite","Elaine","Hite","7328 2nd Ave S","312","Minneapolis","MN","55408",29147,"Spanish"
"1451","Parent/Guardian of Deshawn Moore","Deshawn","Moore","1360 Clinton Ave","","Minneapolis","MN","55419",29190,"English"
"1452","Parent/Guardian of Eric Apodaca","Eric","Apodaca","6856 15th Ave S","1","Minneapolis","MN","55407",29195,"Spanish"
"1453","Jose Hernandez","Tenazia","Hernandez","6938 Oakland Ave S","2","Minneapolis","MN","55404",29196,"English"
"1454","Odilia Wilcox","Dawit","Wilcox","3728 Dupont Ave N","","Minneapolis","MN","55430",29222,"English"
"1455","Parent/Guardian of Shaye Myers","Shaye","Myers","2650 22nd Ave S","","Minneapolis","MN","55407",29235,"English"
"1456","Kimberly Hostetler","Colton","Hostetler","1587 13th Ave S","","Minneapolis","MN","55417",29287,"English"
"1457","Matthew Ayele","Safarha","Ayele","3457 Upton Ave N","","Minneapolis","MN","55412",29343,"Spanish"
"1458","Erica Nguyen","Mark","Nguyen","6153 27th Ave Se","3a","Minneapolis","MN","55414",29396,"English"
"1459","Parent/Guardian of Sydney Soicher","Sydney","Soicher","5315 15th Ave S","","Minneapolis","MN","55407",29397,"English"
"1460","Syanne Barela","Ariel Annie","Barela","8075 Bloomington Ave","","Minneapolis","MN","55407",29457,"English"
"1461","Parent/Guardian of Aimee Querubin","Aimee","Querubin","3843 1st Ave S","","Minneapolis","MN","55409",29472,"English"
"1462","Ezra Hampton","Marcus","Hampton","923 22nd Ave Ne","","Minneapolis","MN","55418",29485,"English"
"1463","Johnathan Mondragon","Tya","Mondragon","2340 2nd St S","B111","Minneapolis","MN","55454",29493,"Spanish"
"1464","Parent/Guardian of Luis Martinez","Luis","Martinez","9977 Pillsbury Ave","","Minneapolis","MN","55409",29495,"English"
"1465","Zackary Dorman","Alexander","Dorman","6202 Thomas Ave N","","Minneapolis","MN","55411",29497,"English"
"1466","Parent/Guardian of Adyn Le","Adyn","Le","1915 Bryant Ave N","","Minneapolis","MN","55412",29502,"English"
"1467","Brenda Nguyen","Monica","Nguyen","3935 W Minnehaha Pkwy","","Minneapolis","MN","55419",29503,"English"
"1468","Wesley Anderson","Cierra","Anderson","5415 River Pkwy W","","Minneapolis","MN","55406",29511,"English"
"1469","Jesse Chaivong","Jean","Chaivong","4460 Logan Ave N","","Minneapolis","MN","55412",29534,"Spanish"
"1470","Fatima Kubat","Nicholas","Kubat","120 Woodlawn Blvd","","Minneapolis","MN","55417",29551,"English"
"1471","Lucidya Raver","Cassey","Raver","2647 10th Ave S","","Minneapolis","MN","55404",29563,"Spanish"
"1472","Parent/Guardian of Sylvie Ngu","Sylvie","Ngu","7137 3rd Ave S","204","Minneapolis","MN","55408",29567,"English"
"1473","Kattian Kumar","Kiet","Kumar","1645 Oliver Ave N","1","Minneapolis","MN","55411",29588,"English"
"1474","Parent/Guardian of Daijha Hood","Daijha","Hood","7581 15th Ave S","","Minneapolis","MN","55407",29589,"Spanish"
"1475","Parent/Guardian of Anna Metz","Anna","Metz","5537 Coffman Ln","","Minneapolis","MN","55406",29622,"English"
"1476","Aria Ye","Alec","Ye","9882 Oliver Ave South","","Minneapolis","MN","55419",29648,"Spanish"
"1477","Michellie & Cassandra Sheikh","Dominique","Sheikh","2924 Cheery Lane Ne","","Columbia Heights","MN","55421",29672,"English"
"1478","Parent/Guardian of Edite Wentworth","Edite","Wentworth","8207 Girard Ave N","1","Minneapolis","MN","55411",29676,"English"
"1479","Mary Jane Gonzalez","Timothy","Gonzalez","5557 Pleasant Ave","112","Minneapolis","MN","55404",29685,"Spanish"
"1480","Kaitlin Bustillos","Jose","Bustillos","7431 34th Ave S","","Minneapolis","MN","55406",29690,"Spanish"
"1481","Prakhar & Natalie Zhang","Hubert","Zhang","2535 Abbott Ave S","","Minneapolis","MN","55410",29723,"English"
"1482","Gabriel Edwards","India","Edwards","3327 Humboldt Ave S","","Minneapolis","MN","55408",29746,"English"
"1483","Nicholas Trader-Bankston","Laura","Trader-Bankston","9808 4th St S","501","Minneapolis","MN","55401",29749,"English"
"1484","Parent/Guardian of Cidney Holness","Cidney","Holness","7625 Knox Ave S","","Minneapolis","MN","55419",29756,"Spanish"
"1485","Kendra & Laryssa Jackson","Alexandria","Jackson","5217 39th Ave S","","Minneapolis","MN","55417",29765,"English"
"1486","Parent/Guardian of Andrew Parker","Andrew","Parker","5185 7th St N","201","Minneapolis","MN","55411",29778,"English"
"1487","Allison Salazar","Taylor","Salazar","1570 Ponds Dr","","Brooklyn Center","MN","55429",29791,"English"
"1488","Celina Ragona","Tylor","Ragona","4306 Park Ave","","Minneapolis","MN","55407",29798,"English"
"1489","Parent/Guardian of Larry Johnson","Larry","Johnson","6917 Lowry Ave N","2","Minneapolis","MN","55411",29821,"English"
"1490","Parent/Guardian of Theolian Taplin","Theolian","Taplin","6413 41st Ave S","","Minneapolis","MN","55406",29822,"English"
"1491","Lacee & Noe Costley","Tazhane","Costley","9244 Morgan Ave N","","Minneapolis","MN","55430",29841,"English"
"1492","Shelbie Johnson","Tracy","Johnson","3864 13th Ave S","","Minneapolis","MN","55407",29952,"English"
"1493","Terra Randall","Ezekiel","Randall","5046 19th Ave S","","Minneapolis","MN","55407",29980,"English"
"1494","Haley Sumpter","Magnolia","Sumpter","1381 Beard Ave S","","Minneapolis","MN","55410",30004,"English"
"1495","Christina Lubthisophon","Lessa","Lubthisophon","7521 Grand Ave","","Minneapolis","MN","55419",30036,"English"
"1496","Jenesee Burns","Robert","Burns","6986 4th St N","","Minneapolis","MN","55411",30037,"Spanish"
"1497","Parent/Guardian of Claudio Greene","Claudio","Greene","4269 Cedar Ave South","","Minneapolis","MN","55404",30079,"English"
"1498","Samantha & Tyler Ishizuka","Shivani","Ishizuka","2071 Chicago Ave","","Minneapolis","MN","55417",30092,"Somali"
"1499","Parent/Guardian of Joseph Walsh","Joseph","Walsh","2168 10th Ave S","","Minneapolis","MN","55407",30093,"English"
"1500","Parent/Guardian of Alma Calderon-Stroschein","Alma","Calderon-Stroschein","874 35th St E","","Minneapolis","MN","55408",30100,"English"
"1501","Parent/Guardian of Andrew Pedraza","Andrew","Pedraza","5909 17th Ave S","","Minneapolis","MN","55407",30154,"English"
"1502","Rebecca Maiden","Talissa","Maiden","3429 Edmund Ave W","","Saint Paul","MN","55104",30181,"English"
"1503","Parent/Guardian of Martha Hernandez","Martha","Hernandez","2210 Bloomington Ave","","Minneapolis","MN","55417",30193,"English"
"1504","Parent/Guardian of Shanda Bruce","Shanda","Bruce","5676 13th Ave S","","Minneapolis","MN","55417",30204,"English"
"1505","Parent/Guardian of Casey Zenoni","Casey","Zenoni","1065 Park Ave","310","Minneapolis","MN","55407",30232,"English"
"1506","Parent/Guardian of Jennifer Lavezzi","Jennifer","Lavezzi","4995 Chowen Ave S","","Minneapolis","MN","55410",30248,"Spanish"
"1507","Kylie Younger","Antonio","Younger","8057 Bloomington Ave","2","Minneapolis","MN","55404",30264,"English"
"1508","Dominic Thomas","Vincent","Thomas","515 Ogema Pl","","Minneapolis","MN","55404",30281,"English"
"1509","Olivia Cohen","Dillon","Cohen","9761 18th Ave Ne","","Minneapolis","MN","55418",30301,"English"
"1510","Parent/Guardian of Holli Ramsey","Holli","Ramsey","1407 3rd St Ne","1","Minneapolis","MN","55418",30317,"English"
"1511","Luke & Marc Park","Saranya","Park","7876 Aldrich Ave N","","Minneapolis","MN","55411",30318,"English"
"1512","Calli Victor","Shannon","Victor","5741 Oakland Ave S","","Minneapolis","MN","55404",30319,"English"
"1513","Parent/Guardian of Summer Gutierrez","Summer","Gutierrez","3032 Pleasant Ave","","Minneapolis","MN","55409",30346,"Spanish"
"1514","Parent/Guardian of Chelsey-Rae Aldaz","Chelsey-Rae","Aldaz","1995 3rd Ave S","","Minneapolis","MN","55408",30371,"English"
"1515","Parent/Guardian of Briana Miller","Briana","Miller","8044 Portland Ave","N410","Minneapolis","MN","55404",30379,"English"
